"striker","start_date","batting_team","bowling_team","innings","Runs","BallsFaced","Fours","Sixes","StrikeRate","NotOuts","Average","Hundreds","Fifties","HighScore","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"T Wyllie",2022-12-01,"Western Australia","Queensland",1,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322413,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","CT Bancroft",NA,NA,NA
"TP Ward",2024-02-16,"Tasmania","Western Australia",2,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391792,"Bellerive Oval, Hobart","Hobart","Tasmania","Western Australia","Western Australia","field","CP Jewell",NA,NA,NA
"WA Agar",2020-02-14,"South Australia","Western Australia",1,0,5,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196133,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DJ Worrall","South Australia",NA,"109"
"A Pyecroft",2019-02-23,"Tasmania","South Australia",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150128,"Adelaide Oval","Adelaide","South Australia","Tasmania","South Australia","bat","JM Bird","Tasmania","6",NA
"B Doggett",2018-02-25,"Queensland","South Australia",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2017/18",1118887,"Adelaide Oval","Adelaide","Queensland","South Australia","South Australia","field","MT Renshaw","Queensland",NA,"118"
"CL McClure",2022-03-23,"Victoria","Western Australia",2,0,4,0,0,0,1,0,0,0,0,"Sheffield Shield","2021/22",1270461,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Western Australia","field","HWR Cartwright","Western Australia",NA,"51"
"GT Bell",2020-03-06,"Tasmania","New South Wales",1,0,4,0,0,0,1,NA,0,0,0,"Marsh Sheffield Shield","2019/20",1196138,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","NT Ellis","Tasmania","9",NA
"GT Bell",2024-02-03,"Tasmania","Queensland",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391789,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Tasmania","Queensland","bat",NA,"Tasmania","4",NA
"HNA Conway",2020-11-08,"New South Wales","Tasmania",1,0,4,0,0,0,1,NA,0,0,0,"Sheffield Shield","2020/21",1233452,"Park 25 No 2, Adelaide","Adelaide","New South Wales","Tasmania","Tasmania","field","SA Abbott","New South Wales",NA,"145"
"JC Silk",2020-10-19,"Tasmania","South Australia",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1233445,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Tasmania","South Australia","bat","TM Head",NA,NA,NA
"JJ Bazley",2022-03-23,"Queensland","Tasmania",2,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270455,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","SL Rainbird","Tasmania",NA,"231"
"JJ Bazley",2022-10-06,"Queensland","Tasmania",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322397,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","GS Sandhu","Queensland",NA,"172"
"JM Holland",2021-03-05,"Victoria","Tasmania",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244506,"Melbourne Cricket Ground","Melbourne","Tasmania","Victoria","Victoria","field","JR Doran",NA,NA,NA
"JM Holland",2021-10-27,"Victoria","New South Wales",1,0,4,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270442,"Drummoyne Oval, Sydney","Sydney","Victoria","New South Wales","Victoria","bat","NJ Maddinson","Victoria",NA,"204"
"JM Holland",2022-02-18,"Victoria","Queensland",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270453,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","NJ Maddinson",NA,NA,NA
"KR Patterson",2022-11-12,"New South Wales","Tasmania",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322407,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","MS Wade",NA,NA,NA
"LC Hatcher",2020-02-24,"New South Wales","South Australia",1,0,4,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196135,"Bankstown Oval, Sydney","Sydney","New South Wales","South Australia","New South Wales","bat","DP Hughes","New South Wales",NA,"133"
"LC Hatcher",2023-11-06,"New South Wales","Western Australia",1,0,4,0,0,0,1,NA,0,0,0,"Sheffield Shield","2023/24",1391780,"Sydney Cricket Ground","Sydney","Western Australia","New South Wales","New South Wales","field","O Davies","New South Wales","10",NA
"LR Morris",2023-03-23,"Western Australia","Victoria",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322426,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Western Australia","field","AJ Turner","Western Australia","9",NA
"M Kelly",2021-09-24,"Western Australia","South Australia",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270436,"Karen Rolton Oval, Adelaide","Adelaide","Western Australia","South Australia","Western Australia","bat","TM Head",NA,NA,NA
"NP Winter",2018-02-25,"South Australia","Queensland",2,0,4,0,0,0,2,NA,0,0,0,"Sheffield Shield","2017/18",1118887,"Adelaide Oval","Adelaide","Queensland","South Australia","South Australia","field","MT Renshaw","Queensland",NA,"118"
"RP Meredith",2019-03-05,"Tasmania","Victoria",1,0,4,0,0,0,1,NA,0,0,0,"Sheffield Shield","2018/19",1150129,"Melbourne Cricket Ground","Melbourne","Victoria","Tasmania","Victoria","bat","NJ Maddinson",NA,NA,NA
"SB Harper",2022-02-18,"Victoria","Queensland",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270453,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","NJ Maddinson",NA,NA,NA
"T Sangha",2024-03-11,"New South Wales","Queensland",1,0,4,0,0,0,1,NA,0,0,0,"Sheffield Shield","2023/24",1391799,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","O Davies","New South Wales","5",NA
"TS Rogers",2018-11-05,"Tasmania","New South Wales",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150114,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","JJS Sangha",NA,NA,NA
"W Sutherland",2022-02-18,"Victoria","Queensland",1,0,4,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270453,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","NJ Maddinson",NA,NA,NA
"BAD Manenti",2023-11-06,"South Australia","Queensland",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391781,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","South Australia","Queensland","Queensland","field","N McAndrew","South Australia",NA,"3"
"CJ Rocchiccioli",2022-10-03,"Western Australia","New South Wales",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322396,"Western Australia Cricket Association Ground, Perth","Perth","New South Wales","Western Australia","Western Australia","field","LR Morris","Western Australia","8",NA
"DE Bollinger",2017-11-13,"New South Wales","Queensland",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2017/18",1118871,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","Queensland","bat","DP Hughes","New South Wales","6",NA
"DJM Moody",2019-03-03,"Western Australia","South Australia",1,0,3,0,0,0,1,NA,0,0,0,"Sheffield Shield","2018/19",1150131,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","M Kelly","Western Australia","6",NA
"F O'Neill",2024-02-03,"Victoria","South Australia",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391788,"Junction Oval, Melbourne","Melbourne","South Australia","Victoria","Victoria","field","NJ Maddinson","Victoria","3",NA
"Fawad Ahmed",2017-11-13,"Victoria","Tasmania",1,0,3,0,0,0,1,NA,0,0,0,"Sheffield Shield","2017/18",1118870,"Melbourne Cricket Ground","Melbourne","Tasmania","Victoria","Tasmania","bat","AJ Doolan",NA,NA,NA
"GT Bell",2021-10-17,"Tasmania","Western Australia",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270452,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Tasmania","Tasmania","field","L Neil-Smith","Tasmania","3",NA
"H Kerr",2022-03-15,"New South Wales","Western Australia",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270445,"Bankstown Oval, Sydney","Sydney","Western Australia","New South Wales","Western Australia","bat","CT Bancroft",NA,NA,NA
"J Clayton",2022-10-06,"Queensland","Tasmania",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322397,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","GS Sandhu","Queensland",NA,"172"
"JJ Bazley",2021-11-23,"Queensland","South Australia",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270441,"Karen Rolton Oval, Adelaide","Adelaide","Queensland","South Australia","South Australia","field","MP Kuhnemann","Queensland","8",NA
"JL Pattinson",2022-02-18,"Victoria","Queensland",1,0,3,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270453,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","NJ Maddinson",NA,NA,NA
"MJ Swepson",2023-11-06,"Queensland","South Australia",2,0,3,0,0,0,2,NA,0,0,0,"Sheffield Shield","2023/24",1391781,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","South Australia","Queensland","Queensland","field","N McAndrew","South Australia",NA,"3"
"NM Lyon",2022-10-18,"New South Wales","Queensland",2,0,3,0,0,0,1,0,0,0,0,"Sheffield Shield","2022/23",1322401,"Drummoyne Oval, Sydney","Sydney","New South Wales","Queensland","Queensland","field","MT Renshaw",NA,NA,NA
"SL Rainbird",2020-02-24,"Tasmania","Western Australia",1,0,3,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196136,"Bellerive Oval, Hobart","Hobart","Western Australia","Tasmania","Tasmania","field","BJ Webster","Tasmania","5",NA
"SP Mackin",2018-02-08,"Western Australia","New South Wales",1,0,3,0,0,0,1,NA,0,0,0,"Sheffield Shield","2017/18",1118881,"Western Australia Cricket Association Ground, Perth","Perth","New South Wales","Western Australia","New South Wales","bat","SP Mackin","Western Australia","4",NA
"B Stanlake",2019-03-20,"Queensland","Western Australia",2,0,2,0,0,0,2,NA,0,0,0,"Sheffield Shield","2018/19",1150137,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","AM Hardie","Western Australia",NA,"136"
"CP Tremain",2023-11-18,"New South Wales","Tasmania",2,0,2,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391784,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","BM Hope","Tasmania",NA,"1"
"JA Richardson",2019-10-18,"Western Australia","Victoria",1,0,2,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196119,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Victoria","bat","SE Marsh","Western Australia","9",NA
"JD Wildermuth",2018-11-27,"Queensland","Victoria",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150121,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","JA Burns","Queensland","8",NA
"JM Holland",2021-11-05,"Victoria","New South Wales",1,0,2,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270437,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","SM Boland","Victoria",NA,"174"
"L Guthrie",2019-03-03,"Western Australia","South Australia",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150131,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","M Kelly","Western Australia","6",NA
"M Kelly",2020-10-30,"Western Australia","Tasmania",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1233449,"Park 25 No 2, Adelaide","Adelaide","Western Australia","Tasmania","Tasmania","field","SE Marsh",NA,NA,NA
"M Kelly",2023-03-02,"Western Australia","Tasmania",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322422,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Tasmania","bat","CH Stobo","Western Australia","9",NA
"MJ Owen",2023-10-03,"Tasmania","South Australia",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391770,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Tasmania","South Australia","bat","CA Wakim","Tasmania","7",NA
"MW Short",2023-11-05,"Victoria","Tasmania",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391779,"Junction Oval, Melbourne","Melbourne","Tasmania","Victoria","Victoria","field","MS Harris",NA,NA,NA
"PSP Handscomb",2021-03-15,"Victoria","Queensland",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244504,"Allan Border Field, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","MS Harris",NA,NA,NA
"RP Meredith",2017-11-13,"Tasmania","Victoria",1,0,2,0,0,0,1,NA,0,0,0,"Sheffield Shield","2017/18",1118870,"Melbourne Cricket Ground","Melbourne","Tasmania","Victoria","Tasmania","bat","AJ Doolan",NA,NA,NA
"TJ Dean",2021-04-03,"Victoria","South Australia",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1251084,"Junction Oval, Melbourne","Melbourne","South Australia","Victoria","South Australia","bat","JM Holland",NA,NA,NA
"TJ Dean",2022-02-09,"Victoria","South Australia",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270451,"Adelaide Oval","Adelaide","South Australia","Victoria","South Australia","bat","PSP Handscomb",NA,NA,NA
"XC Bartlett",2021-04-03,"Queensland","New South Wales",1,0,2,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"B Doggett",2024-02-03,"South Australia","Victoria",2,0,1,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391788,"Junction Oval, Melbourne","Melbourne","South Australia","Victoria","Victoria","field","NJ Maddinson","Victoria","3",NA
"B Stanlake",2024-02-03,"Tasmania","Queensland",1,0,1,0,0,0,1,NA,0,0,0,"Sheffield Shield","2023/24",1391789,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Tasmania","Queensland","bat",NA,"Tasmania","4",NA
"CJ Gannon",2021-11-10,"Western Australia","Queensland",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270456,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","JA Richardson","Western Australia","7",NA
"CL McClure",2023-03-02,"Victoria","New South Wales",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322420,"Lavington Sports Oval, Albury","Albury","New South Wales","Victoria","Victoria","field","MW Short","Victoria","10",NA
"DMK Grant",2021-11-10,"South Australia","Tasmania",1,0,1,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270446,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","HJ Hunt",NA,NA,NA
"J Weatherald",2019-10-10,"South Australia","Victoria",1,0,1,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196114,"Junction Oval, Melbourne","Melbourne","Victoria","South Australia","Victoria","bat","TLW Cooper",NA,NA,NA
"JA Freeman",2021-04-03,"Tasmania","Western Australia",2,0,1,0,0,0,1,0,0,0,0,"Sheffield Shield","2020/21",1251085,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Western Australia","field","BJ Webster","Tasmania",NA,"175"
"JA Richardson",2018-02-08,"Western Australia","New South Wales",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2017/18",1118881,"Western Australia Cricket Association Ground, Perth","Perth","New South Wales","Western Australia","New South Wales","bat","SP Mackin","Western Australia","4",NA
"JJ Peirson",2023-11-28,"Queensland","Western Australia",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391787,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","HWR Cartwright",NA,NA,NA
"JL Curtis",2023-11-28,"Western Australia","Queensland",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391787,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","HWR Cartwright",NA,NA,NA
"JM Holland",2019-03-20,"Victoria","South Australia",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150136,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Victoria","South Australia","bat","CP Tremain","Victoria","7",NA
"JM Holland",2021-02-17,"Victoria","New South Wales",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244512,"Sydney Cricket Ground","Sydney","New South Wales","Victoria","Victoria","field","NJ Maddinson","Victoria","4",NA
"LR Morris",2022-03-23,"Western Australia","Victoria",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270461,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Western Australia","field","HWR Cartwright","Western Australia",NA,"51"
"LR Morris",2023-11-15,"Western Australia","South Australia",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391782,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","J Goodwin","Western Australia","2",NA
"M Gilkes",2022-11-12,"New South Wales","Tasmania",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322407,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","MS Wade",NA,NA,NA
"M Gilkes",2023-10-04,"New South Wales","Queensland",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391771,"Cricket Central, Sydney","Sydney","Queensland","New South Wales","New South Wales","field","J Edwards",NA,NA,NA
"MJ Swepson",2023-10-26,"Queensland","Tasmania",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391777,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","MS Wade","Tasmania","3",NA
"PM Nevill",2019-10-18,"New South Wales","Tasmania",1,0,1,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196117,"Drummoyne Oval, Sydney","Sydney","Tasmania","New South Wales","Tasmania","bat","MA Starc","New South Wales","8",NA
"PM Siddle",2023-11-05,"Victoria","Tasmania",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391779,"Junction Oval, Melbourne","Melbourne","Tasmania","Victoria","Victoria","field","MS Harris",NA,NA,NA
"SA Abbott",2023-02-11,"New South Wales","Tasmania",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322416,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","DP Hughes",NA,NA,NA
"SP Mackin",2018-02-16,"Western Australia","Tasmania",2,0,1,0,0,0,1,0,0,0,0,"Sheffield Shield","2017/18",1118882,"Bellerive Oval, Hobart","Hobart","Tasmania","Western Australia","Western Australia","field","MS Wade","Tasmania",NA,"87"
"TA Copeland",2019-10-18,"New South Wales","Tasmania",1,0,1,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196117,"Drummoyne Oval, Sydney","Sydney","Tasmania","New South Wales","Tasmania","bat","MA Starc","New South Wales","8",NA
"XC Bartlett",2024-02-16,"Queensland","South Australia",1,0,1,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391793,"Adelaide Oval","Adelaide","South Australia","Queensland","South Australia","bat","MT Steketee","Queensland","7",NA
